,formula,full_name,ave_ele_diele,ave_ion_diele,band_gap,cbm_d,cbm_f,cbm_p,cbm_s,formation_energy,vbm_d,vbm_f,vbm_p,vbm_s,ave_bec,bader_charge,bader_volume,nn_ave_ave_bec,nn_ave_bader_charge,nn_ave_eleneg,nn_max_ave_bec,nn_max_bader_charge,nn_max_eleneg,nn_min_ave_bec,nn_min_bader_charge,nn_min_eleneg,o2p_center_from_vbm,O,Ge,Al,vacancy_formation_energy,Pb,Zn,Bi,Ag,Cu,Sb,As,B,Ba,Ca,W,Cd,Hf,In,Ga,La,Ta,Li,Re,Mg,Mo,Si,Sc,Nb,Sn,Sr,Ti,Y,Zr,Na,V,Be,Ce,Pd,Cr,Cs,Au,Tl,Hg,K,Rb
10,Al4Bi2O9,Al4Bi2O9_Va_O3,4.355632666666667,9.627726000000001,2.6141999999999994,0.05843563694655389,0.0,0.836625448726243,0.1049389143272033,-2.857885394000002,0.008873440830473355,0.0,0.929458836385299,0.061667722784227164,-2.1878433333333334,-1.506398,13.670179,1.4121768368032694,0.9313824017679448,2.3575196255115665,4.146556666666666,2.468699,2.02,2.8327466666666665,2.177623,1.61,2.820929043431028,0.35102391113901255,0.0,0.39252275196544345,0.6232325467040618,0.0,0.0,0.2564533368955441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,AlAgO2,AlAgO2_Va_O1,5.935813666666667,4.636687666666667,1.5705999999999998,0.3728787862123259,0.0,0.24485332350361833,0.3822678902840554,-2.3074725154166664,0.6292578066575738,0.0,0.30808519237459947,0.06265700096782667,-2.11577,-1.3144530000000003,11.411829,1.1801101775333833,0.7587547966120053,2.199252384575335,3.055903333333333,1.988568,3.44,-2.11577,-1.3144530000000003,1.61,3.7119728418301916,0.28427310236777154,0.0,0.4999999999999999,0.9918319222628589,0.0,0.0,0.0,0.21572689763222871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,AlCuO2,AlCuO2_Va_O1,4.823215333333334,3.7819380000000002,2.316399999999999,0.4443597352391957,0.0,0.1849112911812109,0.37072897357959345,-2.4172544249999994,0.7484965123835398,0.0,0.16892924472159138,0.08257424289486862,-1.9883966666666666,-0.9515219999999998,10.04545,1.2026081278330372,0.7817123956638654,2.158297795225521,2.9646333333333335,2.199786,3.44,-1.9883966666666666,-0.9515219999999998,1.61,4.28369627975872,0.2618816738675349,0.0,0.49999993976028567,1.6141685234866237,0.0,0.0,0.0,0.0,0.23811838637217947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,AlSbO4,AlSbO4_Va_O1,4.032906333333333,6.779495333333333,1.722599999999999,0.01343324198611795,0.0,0.32190399416035065,0.6646627638535314,-2.5433669000000005,0.0016598777797714407,0.0,0.994374346236987,0.003965775983241599,-2.02018,-1.5195379999999998,12.901037,0.9103177549463759,0.6930149726895337,2.597103509660969,4.604936666666666,3.4463939999999997,3.44,-2.02018,-1.5112829999999997,1.61,2.911445950223812,0.49826415483895237,0.0,0.33064469446630573,1.0160203519471813,0.0,0.0,0.0,0.0,0.0,0.17109115069474196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,AlSbO4,AlSbO4_Va_O2,4.032906333333333,6.779495333333333,1.722599999999999,0.01343324198611795,0.0,0.32190399416035065,0.6646627638535314,-2.5433669000000005,0.0016598777797714407,0.0,0.994374346236987,0.003965775983241599,-1.9481333333333335,-1.500165,12.858092,1.0739639735779933,0.8115828198378765,2.672896490339031,4.604936666666666,3.4463939999999997,3.44,-2.02018,-1.5195379999999998,1.61,3.6551000107041887,0.5017358451610477,0.0,0.16935530553369418,0.2390589483753902,0.0,0.0,0.0,0.0,0.0,0.3289088493052581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,As2O3,As2O3_Va_O1,3.9215056666666666,4.464190666666667,3.3312,0.065577095306823,0.0,0.7470505914536735,0.1873723132395036,-1.6290845505,0.016490419666487035,0.0,0.8322899784503707,0.1512196018831425,-1.9838866666666668,-1.0751720000000002,15.581963,0.7487448125437941,0.3908210034052352,2.745736482564582,2.9808533333333336,1.582325,3.44,-1.9551366666666665,-1.0118660000000004,2.18,3.6517666474416854,0.4489972083845884,0.0,0.0,-0.9883017507957212,0.0,0.0,0.0,0.0,0.0,0.0,0.5510027916154117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,As2O3,As2O3_Va_O2,3.9215056666666666,4.464190666666667,3.3312,0.065577095306823,0.0,0.7470505914536735,0.1873723132395036,-1.6290845505,0.016490419666487035,0.0,0.8322899784503707,0.1512196018831425,-1.9733966666666667,-1.042777,15.027031,1.1209234111052813,0.5697353842103366,2.6515650881606163,2.9808533333333336,1.582325,3.44,-1.9733966666666667,-0.995641,2.18,3.61912449772006,0.37425800647667923,0.0,0.0,-1.9412796043358855,0.0,0.0,0.0,0.0,0.0,0.0,0.6257419935233207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,As2O3,As2O3_Va_O3,3.9215056666666666,4.464190666666667,3.3312,0.065577095306823,0.0,0.7470505914536735,0.1873723132395036,-1.6290845505,0.016490419666487035,0.0,0.8322899784503707,0.1512196018831425,-1.9551366666666665,-1.011864,17.333401,1.0775313244838869,0.5816154041672956,2.6571443525075127,2.9315700000000002,1.582334,3.44,-1.9838866666666668,-1.0751470000000003,2.18,3.7018856453418607,0.3786859940535814,0.0,0.0,-1.1966327609093488,0.0,0.0,0.0,0.0,0.0,0.0,0.6213140059464185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,As2Pb3O8,As2Pb3O8_Va_O1,4.870617666666667,22.20370266666667,3.2885999999999997,0.01981354638973734,0.0,0.7324779542722679,0.2477084993379941,-1.7352351134615382,0.024107348010433967,0.0,0.746221843872413,0.2296708081171534,-2.1443133333333333,-1.2244900000000003,16.361848,1.491949954201816,0.8356767581814479,2.6860742046445267,3.662673333333333,2.482071,2.33,3.4713366666666663,1.641366,2.18,2.7630077039862124,0.35439997308577764,0.0,0.0,-1.5591657833297032,0.3968682570429805,0.0,0.0,0.0,0.0,0.0,0.248731769871242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,As2Pb3O8,As2Pb3O8_Va_O2,4.870617666666667,22.20370266666667,3.2885999999999997,0.01981354638973734,0.0,0.7324779542722679,0.2477084993379941,-1.7352351134615382,0.024107348010433967,0.0,0.746221843872413,0.2296708081171534,-2.2625266666666666,-1.2391829999999997,15.592335,1.4174785319792054,0.7791551689830263,2.7042365259736325,3.662673333333333,2.472043,2.33,3.4713366666666663,1.6413509999999998,2.18,2.9586236071888488,0.36894314379461085,0.0,0.0,-1.7971430520194496,0.3957877652828223,0.0,0.0,0.0,0.0,0.0,0.23526909092256698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,As2Pb3O8,As2Pb3O8_Va_O3,4.870617666666667,22.20370266666667,3.2885999999999997,0.01981354638973734,0.0,0.7324779542722679,0.2477084993379941,-1.7352351134615382,0.024107348010433967,0.0,0.746221843872413,0.2296708081171534,-2.30878,-1.2204689999999996,15.092086,1.357894966841461,0.7567476181305021,2.7163595941283405,3.662673333333333,2.482071,2.33,3.4713366666666663,1.641366,2.18,2.9774057862274157,0.38118958261951685,0.0,0.0,-1.9653822343882072,0.373738133518328,0.0,0.0,0.0,0.0,0.0,0.24507228386215513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,As2Pb3O8,As2Pb3O8_Va_O4,4.870617666666667,22.20370266666667,3.2885999999999997,0.01981354638973734,0.0,0.7324779542722679,0.2477084993379941,-1.7352351134615382,0.024107348010433967,0.0,0.746221843872413,0.2296708081171534,-2.1547366666666665,-1.288608,16.950896,1.0717581486416272,0.6335041778723773,2.7686470002631878,3.662673333333333,2.482071,3.44,-2.1547366666666665,-1.272825,2.18,2.651400752553627,0.43178921492323663,0.0,0.0,-1.4715929956733558,0.29728392973272744,0.0,0.0,0.0,0.0,0.0,0.27092685534403593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,As2PbO4,As2PbO4_Va_O1,4.637485333333333,6.2119670000000005,2.6284999999999994,0.0469302204595808,0.0,0.7780071240985784,0.17506265544184074,-1.6492657325,0.020852936696373447,0.0,0.8058020111694668,0.1733450521341586,-2.05984,-1.212116,17.58074,1.4009232736378627,0.8555398981300022,2.5488496637752465,2.816933333333333,1.8630719999999998,2.18,2.7171533333333335,1.5418850000000002,2.18,3.6606861531341286,0.2827370067814834,0.0,0.0,-2.218591991685652,0.08400690153718063,0.0,0.0,0.0,0.0,0.0,0.6332560916813361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,As2PbO4,As2PbO4_Va_O2,4.637485333333333,6.2119670000000005,2.6284999999999994,0.0469302204595808,0.0,0.7780071240985784,0.17506265544184074,-1.6492657325,0.020852936696373447,0.0,0.8058020111694668,0.1733450521341586,-2.0941733333333334,-1.2587159999999997,15.651372,1.0698703764481445,0.6194921495086604,2.6503630288382656,3.202023333333333,1.8630719999999998,2.33,2.7171533333333335,1.4474360000000002,2.18,3.6977265883879324,0.35542946789976426,0.0,0.0,-1.3736386880979254,0.15014599523041655,0.0,0.0,0.0,0.0,0.0,0.49442453686981924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,As2PbO4,As2PbO4_Va_O3,4.637485333333333,6.2119670000000005,2.6284999999999994,0.0469302204595808,0.0,0.7780071240985784,0.17506265544184074,-1.6492657325,0.020852936696373447,0.0,0.8058020111694668,0.1733450521341586,-2.2828,-1.208786,16.786031,1.4890795038117581,0.7721874895098317,2.5806582237199267,3.202023333333333,1.5418850000000002,2.33,2.7171533333333335,1.4473470000000002,2.18,3.1481740991693394,0.2817767035247898,0.0,0.0,-0.5998686278464951,0.3041305151912767,0.0,0.0,0.0,0.0,0.0,0.41409278128393356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,As2PbO4,As2PbO4_Va_O4,4.637485333333333,6.2119670000000005,2.6284999999999994,0.0469302204595808,0.0,0.7780071240985784,0.17506265544184074,-1.6492657325,0.020852936696373447,0.0,0.8058020111694668,0.1733450521341586,-2.2993,-1.1863029999999997,15.206822,1.0690009382552508,0.5810242366853442,2.6955520370466846,3.202023333333333,1.8630719999999998,2.33,2.816933333333333,1.4473470000000002,2.18,3.189222957911923,0.37350184701889144,0.0,0.0,-1.0925976520758711,0.29959806535253775,0.0,0.0,0.0,0.0,0.0,0.3269000876285708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,As2PbO6,As2PbO6_Va_O1,4.528085,12.277197000000001,2.1464,0.015369070176870394,0.0,0.5052762419253816,0.47935468789774843,-1.7356450333333333,0.024834602699289447,0.0,0.7036693934582872,0.2714960038424233,-2.076846666666667,-1.164085,13.933365,1.0384212345682757,0.576592009435635,2.8350000000000004,4.40361,2.648531,3.44,-2.076846666666667,-1.147386,2.18,3.7085103290461223,0.49999999999999994,0.0,0.0,-1.9155182694596697,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,B4PbO7,B4PbO7_Va_O1,3.9036566666666666,12.248841333333333,4.158,0.0061687276588516205,0.0,0.8926344982806504,0.10119677406049737,-2.6473397413888877,0.0026407477989621327,0.0,0.8177825073932279,0.1795767448078099,-2.07718,-1.4099940000000002,11.302502,1.4522970842924752,1.0030288426138856,2.4960870301019216,3.51622,2.087833,2.33,2.555293333333333,1.703515,2.04,4.0909509783768545,0.2869547596248205,0.0,0.0,-1.2973302691570017,0.18741505733507788,0.0,0.0,0.0,0.0,0.0,0.0,0.5256301830401018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,B4PbO7,B4PbO7_Va_O2,3.9036566666666666,12.248841333333333,4.158,0.0061687276588516205,0.0,0.8926344982806504,0.10119677406049737,-2.6473397413888877,0.0026407477989621327,0.0,0.8177825073932279,0.1795767448078099,-1.9844933333333332,-1.504817,11.53519,1.3219655864831796,0.9298607115985127,2.522918939325306,3.51622,2.092475,3.44,-1.9480433333333336,-1.5165319999999998,2.04,3.9908693958022026,0.31026646384222906,0.0,0.0,-0.9115464124463677,0.16739962050408808,0.0,0.0,0.0,0.0,0.0,0.0,0.5223339156536829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,B4PbO7,B4PbO7_Va_O3,3.9036566666666666,12.248841333333333,4.158,0.0061687276588516205,0.0,0.8926344982806504,0.10119677406049737,-2.6473397413888877,0.0026407477989621327,0.0,0.8177825073932279,0.1795767448078099,-1.8576133333333331,-1.3463690000000001,9.904529,1.449301885665882,1.172267377501951,2.4117625853743987,2.5799000000000003,2.128528,2.04,2.555293333333333,2.087897,2.04,5.0308915055261805,0.2545945647787449,0.0,0.0,-2.730940490603915,0.05286274029019078,0.0,0.0,0.0,0.0,0.0,0.0,0.6925426949310644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,B4PbO7,B4PbO7_Va_O4,3.9036566666666666,12.248841333333333,4.158,0.0061687276588516205,0.0,0.8926344982806504,0.10119677406049737,-2.6473397413888877,0.0026407477989621327,0.0,0.8177825073932279,0.1795767448078099,-1.9480433333333336,-1.5165319999999998,11.703242,1.1797652182550324,0.8175520344120126,2.564729948085834,3.51622,2.093033,3.44,-1.9844933333333332,-1.504817,2.04,3.77814546703765,0.34001104912613583,0.0,0.0,-0.6453876177255,0.16798096313532504,0.0,0.0,0.0,0.0,0.0,0.0,0.49200798773853915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,BAsO4,BAsO4_Va_O1,3.087268,2.635071,4.380000000000001,0.0013661201096304928,0.0,0.5229626797626646,0.4756712001277048,-2.132276382361111,0.020992303199217757,0.0,0.9686922963241388,0.010315400476643286,-1.5912266666666666,-1.2560070000000003,15.097663,0.7954460918854037,0.5929909155657146,2.7750470596344017,3.688413333333333,2.617633,3.44,-1.5912266666666666,-1.2268819999999998,2.04,2.9118904601513993,0.5000353831837602,0.0,0.0,-0.43520582673976405,0.0,0.0,0.0,0.0,0.0,0.0,0.24998230840811989,0.24998230840812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
